what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1380122419036
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1380122419037
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1380122419037
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1380122419038
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1380122419038
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1380122419038
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1380122419039
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1380122419039
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1380122419040
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1380122419040
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1380122419040
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1380122419041
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1380122419041
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1380122419058
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1380122419059
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1380122419059
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1380122419059
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1380122419060
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1380122419060
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1380122419061
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1380122419061
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1380122419062
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1380122419062
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1380122419063
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1380122419064
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1380122419064
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1380122419064
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1380122419065
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1380122419065
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1380122419066
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1380122419067
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1380122419067
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1380122419068
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1380122419068
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1380122419068
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1380122419069
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1380122419069
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1380122419069
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1380122419070
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1380122419070
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1380122419070
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1380122419071
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1380122419071
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1380122419071
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1380122419072
os,sysinfo,,,"win32",1380122419073
arch,sysinfo,,,"x86",1380122419073
ws,sysinfo,,,"win32",1380122419073
locale,sysinfo,,,"en_CA",1380122419073
processors,sysinfo,,,"8",1380122419073
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1380122419073
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1380122419073
java.specification.name,sysinfo,,,"Java Platform API Specification",1380122419073
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380122419073
java.specification.version,sysinfo,,,"1.6",1380122419073
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1380122419073
java.version,sysinfo,,,"1.6.0_23",1380122419073
java.vm.info,sysinfo,,,"mixed mode",1380122419073
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1380122419073
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1380122419073
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1380122419073
java.vm.specification.version,sysinfo,,,"1.0",1380122419073
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1380122419073
java.vm.version,sysinfo,,,"19.0-b09",1380122419073
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1380122419169
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1380122419210
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1380122419242
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1380122419307
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1380122419411
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1380122419514
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1380122419533
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1380122419612
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1380122419637
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1380122420142
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1380122420735
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1380122420784
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1380122423831
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1380122423984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122425928
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122428512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1380122428519
error,log,,,"Resource '/CE381BASE_bsp' is not open.",1380122431189
executed,command,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project.commands.bspEditor",1380122431191
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1380122431632
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1380122431840
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122431970
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122448820
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122456158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122463149
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1380122463317
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1380122464511
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.263,"com.altera.debug.cdi.gdb.plugin",1380122464538
stopped,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1380122464538
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1380122464565
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1380122464576
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1380122464595
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1380122464595
